geo_name,geo_sumlevel,geo_id,total_reimbursements_b_2010,total_reimbursements_b_2011,total_reimbursements_b_2012,total_reimbursements_b_2013,total_reimbursements_b_2014
"Union County, KY",county,05000US21225,11168,11478,11446,11392,11107
"Warren County, KY",county,05000US21227,9903,10270,10478,10755,11117
"Washington County, KY",county,05000US21229,9624,10211,9956,9960,9855
"Wayne County, KY",county,05000US21231,10356,11198,10823,10666,10458
"Webster County, KY",county,05000US21233,9953,9812,10723,10317,11720
"Whitley County, KY",county,05000US21235,11695,12324,11484,11665,11166
"Wolfe County, KY",county,05000US21237,11051,12227,11580,12007,10697
"Woodford County, KY",county,05000US21239,9258,9293,9529,8899,8248
"Acadia Parish, LA",county,05000US22001,11137,11559,11065,11492,11513
"Allen Parish, LA",county,05000US22003,12582,11513,11139,11312,10979
"Ascension Parish, LA",county,05000US22005,12202,11634,11285,10586,10921
"Assumption Parish, LA",county,05000US22007,11364,11194,9700,9963,10116
"Avoyelles Parish, LA",county,05000US22009,13742,13613,13613,12871,12768
"Beauregard Parish, LA",county,05000US22011,12257,12360,12208,12171,12314
"Bienville Parish, LA",county,05000US22013,13344,13420,12083,12809,12433
"Bossier Parish, LA",county,05000US22015,12439,12193,11889,11570,11559
"Caddo Parish, LA",county,05000US22017,11110,11084,11268,10800,10838
"Calcasieu Parish, LA",county,05000US22019,10633,10773,10923,10352,10300
"Caldwell Parish, LA",county,05000US22021,15046,15536,14635,14477,14557
"Cameron Parish, LA",county,05000US22023,10982,8449,8520,9478,8111
"Catahoula Parish, LA",county,05000US22025,13054,11745,11918,12928,12890
"Claiborne Parish, LA",county,05000US22027,12153,13067,12433,11856,12284
"Concordia Parish, LA",county,05000US22029,11509,12865,12108,12251,12276
"De Soto Parish, LA",county,05000US22031,11703,12171,11193,10658,11808
"East Baton Rouge Parish, LA",county,05000US22033,10391,10014,9855,9804,9859
"East Carroll Parish, LA",county,05000US22035,13467,13507,13536,13288,12619
"East Feliciana Parish, LA",county,05000US22037,11155,10970,11955,12145,11541
"Evangeline Parish, LA",county,05000US22039,15675,15352,15092,14369,13897
"Franklin Parish, LA",county,05000US22041,14138,12826,13073,13851,13268
"Grant Parish, LA",county,05000US22043,11423,13530,12248,11730,11270
"Iberia Parish, LA",county,05000US22045,10556,10690,10499,10183,10213
"Iberville Parish, LA",county,05000US22047,11018,10986,10542,11179,10874
"Jackson Parish, LA",county,05000US22049,12641,12899,13413,12547,11703
"Jefferson Parish, LA",county,05000US22051,10813,10925,10525,10239,10132
"Jefferson Davis Parish, LA",county,05000US22053,11967,12131,12216,11872,11968
"Lafayette Parish, LA",county,05000US22055,11059,11097,10885,10460,10656
"Lafourche Parish, LA",county,05000US22057,10181,10451,10343,10237,10423
"LaSalle Parish, LA",county,05000US22059,14267,14499,14100,12969,13674
"Lincoln Parish, LA",county,05000US22061,11851,11631,11196,10747,10620
"Livingston Parish, LA",county,05000US22063,12644,12765,12732,11924,12617
"Madison Parish, LA",county,05000US22065,13782,13306,13190,11939,12762
"Morehouse Parish, LA",county,05000US22067,12165,12717,13233,12667,12382
"Natchitoches Parish, LA",county,05000US22069,12444,12518,12503,11565,11433
"Orleans Parish, LA",county,05000US22071,10548,10294,9791,9777,9702
"Ouachita Parish, LA",county,05000US22073,12570,12192,12718,12031,11923
"Plaquemines Parish, LA",county,05000US22075,11692,9658,9446,9582,10170
"Pointe Coupee Parish, LA",county,05000US22077,10545,11015,10561,10196,10428
"Rapides Parish, LA",county,05000US22079,11289,11539,11329,11122,11033
"Red River Parish, LA",county,05000US22081,12890,13257,13975,14372,15070
"Richland Parish, LA",county,05000US22083,13112,12339,13356,13052,13430
"Sabine Parish, LA",county,05000US22085,12540,11675,10942,10869,10773
"St. Bernard Parish, LA",county,05000US22087,11137,11474,10689,10723,14787
"St. Charles Parish, LA",county,05000US22089,10942,10892,10710,10374,10396
"St. Helena Parish, LA",county,05000US22091,18443,15109,15883,14872,14720
"St. James Parish, LA",county,05000US22093,11859,10112,10965,10065,8925
"St. John the Baptist Parish, LA",county,05000US22095,10664,10305,9567,10096,9467
"St. Landry Parish, LA",county,05000US22097,12025,11470,11330,11220,11567
"St. Martin Parish, LA",county,05000US22099,10512,11353,11134,11054,10726
"St. Mary Parish, LA",county,05000US22101,11192,11339,11359,11027,11076
"St. Tammany Parish, LA",county,05000US22103,13054,13013,12412,12370,12240
"Tangipahoa Parish, LA",county,05000US22105,14345,15256,14674,13871,14041
"Tensas Parish, LA",county,05000US22107,12151,10949,10974,10867,11654
"Terrebonne Parish, LA",county,05000US22109,9943,10123,10316,10485,10387
"Union Parish, LA",county,05000US22111,12791,13298,12610,12956,12560
"Vermilion Parish, LA",county,05000US22113,10977,10502,10119,10341,10846
"Vernon Parish, LA",county,05000US22115,13681,13459,13205,13237,12918
"Washington Parish, LA",county,05000US22117,16323,16128,15775,14268,14310
"Webster Parish, LA",county,05000US22119,12670,11911,11729,12377,11708
"West Baton Rouge Parish, LA",county,05000US22121,9900,9748,9644,10668,11119
"West Carroll Parish, LA",county,05000US22123,13227,13652,13405,12936,12806
"West Feliciana Parish, LA",county,05000US22125,11248,11259,10664,12111,11918
"Winn Parish, LA",county,05000US22127,14043,13298,14358,13134,12746
"Androscoggin County, ME",county,05000US23001,8254,8346,8392,8222,8428
"Aroostook County, ME",county,05000US23003,8307,8907,8578,8291,8719
"Cumberland County, ME",county,05000US23005,8174,8312,8093,7885,8327
"Franklin County, ME",county,05000US23007,7903,8399,7786,7566,8453
"Hancock County, ME",county,05000US23009,8699,9208,9007,8923,9406
"Kennebec County, ME",county,05000US23011,8026,8315,8167,8215,8242
"Knox County, ME",county,05000US23013,7767,7611,7404,7534,7760
"Lincoln County, ME",county,05000US23015,7960,8035,8413,8119,8693
"Oxford County, ME",county,05000US23017,7937,8311,8413,8542,8481
"Penobscot County, ME",county,05000US23019,8686,8867,8860,9085,9287
"Piscataquis County, ME",county,05000US23021,8439,8427,8442,8953,8701
"Sagadahoc County, ME",county,05000US23023,7306,7238,7553,7909,7686
"Somerset County, ME",county,05000US23025,8835,8781,8773,9150,9299
"Waldo County, ME",county,05000US23027,7824,8901,8130,8280,7958
"Washington County, ME",county,05000US23029,8364,8815,8888,8946,8963
"York County, ME",county,05000US23031,8437,8201,8391,8326,8385
"Allegany County, MD",county,05000US24001,9337,9416,9708,10168,10096
"Anne Arundel County, MD",county,05000US24003,9198,9406,9363,9169,8894
"Baltimore County, MD",county,05000US24005,9509,9635,9733,9678,9506
"Calvert County, MD",county,05000US24009,8757,8862,9218,9180,8910
"Caroline County, MD",county,05000US24011,9105,9657,9693,9728,9964
"Carroll County, MD",county,05000US24013,9451,9419,9427,9247,9177
"Cecil County, MD",county,05000US24015,10346,10496,10079,10154,9910
"Charles County, MD",county,05000US24017,9339,9591,9614,9561,9033
"Dorchester County, MD",county,05000US24019,9255,9554,9599,9421,9593
"Frederick County, MD",county,05000US24021,9153,9472,9445,9497,9490
"Garrett County, MD",county,05000US24023,8180,8983,8598,8799,8531
"Harford County, MD",county,05000US24025,9531,9706,9629,9497,9572
"Howard County, MD",county,05000US24027,8618,8812,8762,8528,8562
"Kent County, MD",county,05000US24029,8962,8856,9100,9104,9344
"Montgomery County, MD",county,05000US24031,8099,8266,8254,8210,8492
"Prince George's County, MD",county,05000US24033,8484,8805,8607,8488,8358
"Queen Anne's County, MD",county,05000US24035,8962,9248,8975,9024,9066
"St. Mary's County, MD",county,05000US24037,8967,9398,9948,9592,9449
"Somerset County, MD",county,05000US24039,9362,9259,8907,9139,9306
"Talbot County, MD",county,05000US24041,8552,9223,9130,9262,9318
"Washington County, MD",county,05000US24043,8663,8922,9164,9614,9342
"Wicomico County, MD",county,05000US24045,9651,9492,9573,9538,9478
"Worcester County, MD",county,05000US24047,9550,9431,9760,9505,9590
"Baltimore city, MD",county,05000US24510,9691,9961,10079,9992,9824
"Barnstable County, MA",county,05000US25001,8826,9094,8870,8854,8890
"Berkshire County, MA",county,05000US25003,8773,8941,8979,8674,8534
"Bristol County, MA",county,05000US25005,9843,10093,9522,9533,9450
"Dukes County, MA",county,05000US25007,9545,9148,8822,9146,9374
"Essex County, MA",county,05000US25009,9900,10184,9563,9377,9285
"Franklin County, MA",county,05000US25011,7969,7835,7595,7253,7911
"Hampden County, MA",county,05000US25013,8940,9100,8598,8537,8630
"Hampshire County, MA",county,05000US25015,8515,8667,8388,8177,7992
"Middlesex County, MA",county,05000US25017,9831,9976,9439,9210,9120
"Nantucket County, MA",county,05000US25019,7242,8261,8237,6996,8469
"Norfolk County, MA",county,05000US25021,9870,10133,9745,9600,9518
"Plymouth County, MA",county,05000US25023,10273,10428,9952,9722,9741
"Suffolk County, MA",county,05000US25025,10133,10093,9812,9376,9271
"Worcester County, MA",county,05000US25027,9983,9971,9560,9184,9389
"Alcona County, MI",county,05000US26001,8995,8733,8349,8298,8654
"Alger County, MI",county,05000US26003,8381,8515,8564,8600,7850
"Allegan County, MI",county,05000US26005,8675,8911,8669,8614,8825
"Alpena County, MI",county,05000US26007,9193,9265,9446,9913,9521
"Antrim County, MI",county,05000US26009,8206,8152,8412,9005,8586
"Arenac County, MI",county,05000US26011,10188,9915,10339,9837,10413
"Baraga County, MI",county,05000US26013,9323,8397,9365,10128,9159
"Barry County, MI",county,05000US26015,8600,8377,9201,8764,8850
"Bay County, MI",county,05000US26017,10234,10433,10434,10346,11126
"Benzie County, MI",county,05000US26019,7816,7848,7755,8333,8473
"Berrien County, MI",county,05000US26021,9099,9447,9329,9019,8894
"Branch County, MI",county,05000US26023,9602,9384,9233,9594,9281
"Calhoun County, MI",county,05000US26025,9289,9701,9575,9664,9857
"Cass County, MI",county,05000US26027,8904,9474,9602,9461,9453
"Charlevoix County, MI",county,05000US26029,7595,8403,8663,8434,8315
"Cheboygan County, MI",county,05000US26031,8364,8414,9034,9096,9196
"Chippewa County, MI",county,05000US26033,8805,9102,9648,9132,9378
"Clare County, MI",county,05000US26035,9229,9434,10497,10191,9929
"Clinton County, MI",county,05000US26037,8560,8737,8572,8474,9054
"Crawford County, MI",county,05000US26039,10787,10208,10242,9431,9199
"Delta County, MI",county,05000US26041,8046,7921,7722,7337,7823
"Dickinson County, MI",county,05000US26043,7040,7540,7506,7741,8328
"Eaton County, MI",county,05000US26045,9210,9221,9652,9532,9413
"Emmet County, MI",county,05000US26047,7644,7774,8170,8447,8352
"Genesee County, MI",county,05000US26049,10822,11138,11300,11408,11557
"Gladwin County, MI",county,05000US26051,9771,9677,10225,10130,10067
"Gogebic County, MI",county,05000US26053,6948,6714,7337,8235,7770
"Grand Traverse County, MI",county,05000US26055,8288,8000,8614,8819,8558
"Gratiot County, MI",county,05000US26057,9599,9119,9617,9470,9611
"Hillsdale County, MI",county,05000US26059,9274,9352,9710,9337,9043
"Houghton County, MI",county,05000US26061,7749,7970,7960,8321,8073
"Huron County, MI",county,05000US26063,10049,9941,10279,10391,10915
"Ingham County, MI",county,05000US26065,9775,9803,9805,9614,9655
"Ionia County, MI",county,05000US26067,8943,9533,9508,9620,8807
"Iosco County, MI",county,05000US26069,8495,9067,9017,9083,9274
"Iron County, MI",county,05000US26071,8040,8713,8941,8556,8874
"Isabella County, MI",county,05000US26073,8993,9694,9644,9477,9395
"Jackson County, MI",county,05000US26075,10046,10394,10233,10526,10272
"Kalamazoo County, MI",county,05000US26077,8354,8435,8531,8643,8594
"Kalkaska County, MI",county,05000US26079,8705,8655,8796,9227,8559
"Kent County, MI",county,05000US26081,8425,8882,9074,8915,9023
"Keweenaw County, MI",county,05000US26083,8719,8631,8421,8610,8490
"Lake County, MI",county,05000US26085,8341,8378,9463,9488,10246
"Lapeer County, MI",county,05000US26087,10362,10495,11009,11117,11606
"Leelanau County, MI",county,05000US26089,7345,7527,7510,7806,7543
"Lenawee County, MI",county,05000US26091,8659,8646,9173,8975,8934
"Livingston County, MI",county,05000US26093,9824,9878,10350,9894,9851
"Luce County, MI",county,05000US26095,10880,8793,10685,11163,9542
"Mackinac County, MI",county,05000US26097,8729,8466,9155,9277,9725
"Macomb County, MI",county,05000US26099,11344,11636,11618,11493,11878
"Manistee County, MI",county,05000US26101,8090,8142,8469,8231,8635
"Marquette County, MI",county,05000US26103,7314,7234,7701,7459,7596
"Mason County, MI",county,05000US26105,8322,8092,8299,8307,8881
"Mecosta County, MI",county,05000US26107,8160,8514,8953,8947,8566
"Menominee County, MI",county,05000US26109,8107,8858,8260,8278,8430
"Midland County, MI",county,05000US26111,8182,8142,8758,8916,9329
"Missaukee County, MI",county,05000US26113,9241,8785,8494,7901,9038
"Monroe County, MI",county,05000US26115,10514,11114,10928,11075,11144
"Montcalm County, MI",county,05000US26117,9364,9464,10019,9604,9716
"Montmorency County, MI",county,05000US26119,8760,9238,8961,8867,8751
"Muskegon County, MI",county,05000US26121,8475,8747,8889,8873,9307
"Newaygo County, MI",county,05000US26123,8205,8872,8441,9175,8978
"Oakland County, MI",county,05000US26125,10874,11127,11295,10932,11286
"Oceana County, MI",county,05000US26127,7853,8088,8173,8412,8974
"Ogemaw County, MI",county,05000US26129,9940,10588,10146,10789,11080
"Ontonagon County, MI",county,05000US26131,9088,8855,9203,9566,8050
"Osceola County, MI",county,05000US26133,8667,8265,8483,9256,9390
"Oscoda County, MI",county,05000US26135,8883,9828,9615,9608,9034
"Otsego County, MI",county,05000US26137,8525,9024,8688,8836,9298
"Ottawa County, MI",county,05000US26139,7828,8297,8614,8456,8806
"Presque Isle County, MI",county,05000US26141,8448,8710,8901,9141,8818
"Roscommon County, MI",county,05000US26143,10294,10003,10190,10168,9924
"Saginaw County, MI",county,05000US26145,9969,9962,9959,10016,10191
"St. Clair County, MI",county,05000US26147,9822,9792,9935,9856,10185
"St. Joseph County, MI",county,05000US26149,8302,8663,8605,9008,8658
"Sanilac County, MI",county,05000US26151,9572,9635,9843,10117,10089
"Schoolcraft County, MI",county,05000US26153,8207,8769,9161,8515,8778
"Shiawassee County, MI",county,05000US26155,9155,9037,9413,9324,9555
"Tuscola County, MI",county,05000US26157,10052,10356,10612,10807,10785
"Van Buren County, MI",county,05000US26159,8158,8777,8472,9142,9317
"Washtenaw County, MI",county,05000US26161,9099,9265,9212,9186,9155
"Wayne County, MI",county,05000US26163,11299,11568,11721,11374,11472
"Wexford County, MI",county,05000US26165,8853,9472,8666,8970,8583
"Aitkin County, MN",county,05000US27001,7757,7577,7836,7986,9241
"Anoka County, MN",county,05000US27003,8650,8433,8746,8530,8542
"Becker County, MN",county,05000US27005,7513,7873,8193,7986,8304
"Beltrami County, MN",county,05000US27007,7330,7433,7680,8043,8730
"Benton County, MN",county,05000US27009,8132,7755,8783,8028,8392
"Big Stone County, MN",county,05000US27011,8308,8228,9318,11648,10052
"Blue Earth County, MN",county,05000US27013,7528,7246,7758,7576,7394
"Brown County, MN",county,05000US27015,7130,7948,8154,7501,8413
"Carlton County, MN",county,05000US27017,7448,7475,6780,7744,7736
"Carver County, MN",county,05000US27019,8156,7291,7912,7503,7263
"Cass County, MN",county,05000US27021,7168,7823,7720,7815,8395
"Chippewa County, MN",county,05000US27023,8354,7996,7631,8297,9533
"Chisago County, MN",county,05000US27025,8019,8458,7900,8670,7813
"Clay County, MN",county,05000US27027,7527,8237,8045,7896,8029
"Clearwater County, MN",county,05000US27029,8348,8994,9413,8395,8078
"Cook County, MN",county,05000US27031,6340,6753,6661,6479,6765
"Cottonwood County, MN",county,05000US27033,7413,7247,6938,7761,8343
"Crow Wing County, MN",county,05000US27035,7765,7874,7595,8252,7834
"Dakota County, MN",county,05000US27037,7845,8155,8129,8142,8325
"Dodge County, MN",county,05000US27039,7032,6313,7492,6985,7113
"Douglas County, MN",county,05000US27041,7882,7155,8317,7673,8148
"Faribault County, MN",county,05000US27043,7456,8023,7858,7669,7814
